County,Longitude,Latitude,Daily
Suffolk,-70.99169523,42.41528607,55866
Suffolk,-70.99110989,42.41627722,55307
Suffolk,-70.99096032,42.41664961,55067
Suffolk,-70.99095238,42.41699936,55067
Suffolk,-70.99095606,42.41708511,54917
Suffolk,-70.99099275,42.41752641,54917
Suffolk,-70.99102889,42.41808418,54773
Suffolk,-70.99104889,42.41854679,54616
Suffolk,-70.99102285,42.41869924,54616
Suffolk,-70.9910029,42.41878853,54389
Suffolk,-70.99095267,42.41889522,54389
Suffolk,-70.99061127,42.41932584,54389
Suffolk,-70.99035412,42.41966626,54389
Suffolk,-70.99026211,42.4197878,54182
Suffolk,-70.99004665,42.42007239,54182
Suffolk,-70.99000409,42.42012891,53984
Suffolk,-70.98915966,42.42118019,53521
Suffolk,-70.98640916,42.42471112,52854
Suffolk,-70.98557163,42.42562398,52382
Suffolk,-70.97975214,42.43025341,50880
Suffolk,-70.97515515,42.43334582,49414
Suffolk,-70.97139749,42.43600416,48590
Suffolk,-70.96903988,42.43972834,47421
Suffolk,-70.96713437,42.44142895,46786
Suffolk,-70.96674811,42.44204889,46786
Suffolk,-70.96610678,42.44367074,46323
Suffolk,-71.06453033,42.36995176,86885
Suffolk,-71.06323962,42.37036012,86885
Suffolk,-71.06245914,42.37073512,86604
Suffolk,-71.06183554,42.37118694,86604
Suffolk,-71.06103343,42.37186025,86604
Suffolk,-71.06032145,42.37243249,86604
Suffolk,-71.05971872,42.37290447,86604
Suffolk,-71.05962033,42.37298151,84927
Suffolk,-71.05839102,42.37389898,84927
Suffolk,-71.05377273,42.37800238,84927
Suffolk,-71.04626032,42.38630616,84927
Suffolk,-71.04552785,42.3870973,83310
Suffolk,-71.04339966,42.38894429,83310
Suffolk,-71.04241085,42.38965336,82889
Suffolk,-71.04206495,42.38987479,82803
Suffolk,-71.03932101,42.39144783,82329
Suffolk,-71.03698836,42.39277274,81746
Suffolk,-71.03516833,42.39431148,81746
Suffolk,-71.03662762,42.39700535,81746
Suffolk,-71.03650519,42.40239192,79421
Suffolk,-71.02929411,42.40401975,78275
Suffolk,-71.02744048,42.40494908,78275
Suffolk,-71.01898343,42.42851933,78758
Suffolk,-71.01793929,42.42948896,80261
Suffolk,-71.01745917,42.43173161,80261
Suffolk,-71.01812691,42.43380856,81932
Suffolk,-71.01849475,42.43433675,81932
Suffolk,-71.01974396,42.43558293,81932
Suffolk,-71.02094647,42.43647675,83271
Suffolk,-71.02128314,42.43662381,83271
Suffolk,-71.02532226,42.44493437,88317
